outcome,area,country,region,source_country_name,model_source,source_model_file
mmr,133,Papua New Guinea,Western Pacific Region,Papua New Guinea,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-133-01-01-2019.csv
mmr,134,Paraguay,Region of the Americas,Paraguay,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-134-01-01-2019.csv
mmr,135,Peru,Region of the Americas,Peru,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-135-01-01-2019.csv
mmr,136,Philippines,Western Pacific Region,Philippines,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-136-01-01-2019.csv
mmr,137,Poland,European Region,Poland,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-137-01-01-2019.csv
mmr,138,Portugal,European Region,Portugal,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-138-01-01-2019.csv
mmr,139,Puerto Rico,Region of the Americas,Puerto Rico,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-139-01-01-2019.csv
mmr,140,Qatar,Eastern Mediterranean,Qatar,ranked_top1_fallback,ranked(1)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-yearly-mmr-deaths-world-area-140-01-01-2019.csv
mmr,141,Republic of Korea,Western Pacific Region,Republic of Korea,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-141-01-01-2019.csv
mmr,142,Republic of Moldova,European Region,Republic of Moldova,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-142-01-01-2019.csv
mmr,143,Romania,European Region,Romania,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-143-01-01-2019.csv
mmr,144,Russian Federation,European Region,Russian Federation,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-144-01-01-2019.csv
mmr,145,Rwanda,African Region,Rwanda,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-145-01-01-2019.csv
mmr,146,Saint Kitts and Nevis,Region of the Americas,Saint Kitts and Nevis,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-146-01-01-2019.csv
mmr,147,Saint Lucia,Region of the Americas,Saint Lucia,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-147-01-01-2019.csv
mmr,148,Saint Vincent,Region of the Americas,Saint Vincent and the Grenadines,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-148-01-01-2019.csv
mmr,149,Samoa,Western Pacific Region,Samoa,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-149-01-01-2019.csv
mmr,150,San Marino,European Region,San Marino,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-150-01-01-2019.csv
mmr,151,Sao Tome and Principe,African Region,Sao Tome and Principe,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-151-01-01-2019.csv
mmr,152,Saudi Arabia,Eastern Mediterranean,Saudi Arabia,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-152-01-01-2019.csv
mmr,153,Senegal,African Region,Senegal,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-153-01-01-2019.csv
mmr,154,Serbia,European Region,Serbia,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-154-01-01-2019.csv
mmr,155,Seychelles,African Region,Seychelles,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-155-01-01-2019.csv
mmr,156,Sierra Leone,African Region,Sierra Leone,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-156-01-01-2019.csv
mmr,157,Singapore,Western Pacific Region,Singapore,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-157-01-01-2019.csv
mmr,158,Slovakia,European Region,Slovakia,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-158-01-01-2019.csv
mmr,159,Slovenia,European Region,Slovenia,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-159-01-01-2019.csv
mmr,160,Solomon Islands,Western Pacific Region,Solomon Islands,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-160-01-01-2019.csv
mmr,161,Somalia,Eastern Mediterranean,Somalia,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-161-01-01-2019.csv
mmr,162,South Africa,African Region,South Africa,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-162-01-01-2019.csv
mmr,163,South Sudan,African Region,South Sudan,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-163-01-01-2019.csv
mmr,164,Spain,European Region,Spain,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-164-01-01-2019.csv
mmr,165,Sri Lanka,Southeast Asia Region,Sri Lanka,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-165-01-01-2019.csv
mmr,166,Sudan,Eastern Mediterranean,Sudan,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-166-01-01-2019.csv
mmr,167,Suriname,Region of the Americas,Suriname,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-167-01-01-2019.csv
mmr,168,Sweden,European Region,Sweden,ranked_top1_fallback,ranked(1)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-yearly-mmr-deaths-world-area-168-01-01-2019.csv
mmr,169,Switzerland,European Region,Switzerland,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-169-01-01-2019.csv
mmr,170,Syria,Eastern Mediterranean,Syrian Arab Republic,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-170-01-01-2019.csv
mmr,171,Tajikistan,European Region,Tajikistan,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-171-01-01-2019.csv
mmr,172,Thailand,Southeast Asia Region,Thailand,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-172-01-01-2019.csv
mmr,173,Timor-Leste,Southeast Asia Region,Timor-Leste,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-173-01-01-2019.csv
mmr,174,Togo,African Region,Togo,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-174-01-01-2019.csv
mmr,175,Tonga,Western Pacific Region,Tonga,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-175-01-01-2019.csv
mmr,176,Trinidad and Tobago,Region of the Americas,Trinidad and Tobago,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-176-01-01-2019.csv
mmr,177,Tunisia,Eastern Mediterranean,Tunisia,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-177-01-01-2019.csv
mmr,178,Turkmenistan,European Region,Turkmenistan,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-178-01-01-2019.csv
mmr,179,Tuvalu,Western Pacific Region,Tuvalu,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-179-01-01-2019.csv
