outcome,area,country,source_country_name,region,year,observed,expected_median,expected_lower,expected_upper,model_source,excess_median,excess_lower,excess_upper,signed_deviation,observed_expected_ratio,log_observed_expected_ratio
maternal_deaths,77,Hungary,Hungary,European Region,2021,27.81,12.3885437837,11.2882464046,13.5853013645,ensemble_top4,15.4214562163,14.2246986355,16.5217535954,15.4214562163,2.24481589488,0.808623511097
maternal_deaths,77,Hungary,Hungary,European Region,2022,12.14,12.3750962678,11.2320080689,13.6799503897,ensemble_top4,0,0,0.907991931077,-0.23509626785,0.981002469576,-0.0191803020133
maternal_deaths,77,Hungary,Hungary,European Region,2023,9.95,12.3771137897,11.2186076169,13.8396859796,ensemble_top4,0,0,0,-2.42711378973,0.803903088316,-0.218276553989
maternal_deaths,78,Iceland,Iceland,European Region,2020,0.53,0.190610624536,0.110865388517,0.276071128328,ensemble_top4,0.339389375464,0.253928871672,0.419134611483,0.339389375464,2.7805375555,1.0226442743
maternal_deaths,78,Iceland,Iceland,European Region,2021,0.26,0.190049115215,0.106124257097,0.278437015362,ensemble_top4,0.0699508847846,0,0.153875742903,0.0699508847846,1.36806740566,0.313399091127
maternal_deaths,78,Iceland,Iceland,European Region,2022,0.22,0.187514007357,0.106639966387,0.275258987754,ensemble_top4,0.0324859926431,0,0.113360033613,0.0324859926431,1.17324568495,0.159773997829
maternal_deaths,78,Iceland,Iceland,European Region,2023,0.13,0.185191905805,0.102552108117,0.273861087892,ensemble_top4,0,0,0.0274478918833,-0.0551919058054,0.701974524397,-0.353858165647
maternal_deaths,79,India,India,Southeast Asia Region,2020,23610,22089.2679548,20099.1561708,24464.2543169,ensemble_top4,1520.73204522,0,3510.84382919,1520.73204522,1.0688448367,0.0665784734278
maternal_deaths,79,India,India,Southeast Asia Region,2021,36102,20390.2149711,18364.2942154,22829.9391573,ensemble_top4,15711.7850289,13272.0608427,17737.7057846,15711.7850289,1.77055514379,0.571293137968
maternal_deaths,79,India,India,Southeast Asia Region,2022,20875,18806.339509,16763.0047772,21455.4609891,ensemble_top4,2068.66049103,0,4111.99522284,2068.66049103,1.10999804029,0.104358249819
maternal_deaths,79,India,India,Southeast Asia Region,2023,18687,17383.1341132,15287.2904067,20204.4119288,ensemble_top4,1303.8658868,0,3399.70959328,1303.8658868,1.07500752616,0.0723276626372
maternal_deaths,80,Indonesia,Indonesia,Southeast Asia Region,2020,8451,7416.4181401,6364.23095894,8480.99615577,ensemble_top4,1034.5818599,0,2086.76904106,1034.5818599,1.13949885785,0.13058856738
maternal_deaths,80,Indonesia,Indonesia,Southeast Asia Region,2021,10289,7045.10754454,5967.56295761,8154.79312435,ensemble_top4,3243.89245546,2134.20687565,4321.43704239,3243.89245546,1.46044612307,0.378741952788
maternal_deaths,80,Indonesia,Indonesia,Southeast Asia Region,2022,6698,6707.53816873,5589.5228157,7777.29366123,ensemble_top4,0,0,1108.4771843,-9.53816872771,0.998577992627,-0.00142301938456
maternal_deaths,80,Indonesia,Indonesia,Southeast Asia Region,2023,6298,6339.59265532,5236.95900871,7421.18935088,ensemble_top4,0,0,1061.04099129,-41.5926553185,0.993439222742,-0.00658239375642
maternal_deaths,81,Iran,Iran (Islamic Republic of),Eastern Mediterranean,2020,422,272.168149404,204.21205067,320.741754267,ensemble_top4,149.831850596,101.258245733,217.78794933,149.831850596,1.55051206735,0.438585242408
maternal_deaths,81,Iran,Iran (Islamic Republic of),Eastern Mediterranean,2021,615,263.899482151,177.645583106,314.120540165,ensemble_top4,351.100517849,300.879459835,437.354416894,351.100517849,2.33043276549,0.846053986593
maternal_deaths,81,Iran,Iran (Islamic Republic of),Eastern Mediterranean,2022,253,255.500475654,153.476619143,306.950286409,ensemble_top4,0,0,99.5233808573,-2.50047565447,0.990213420746,-0.00983478257585
maternal_deaths,81,Iran,Iran (Islamic Republic of),Eastern Mediterranean,2023,185.9,246.458352635,130.600539608,300.932456984,ensemble_top4,0,0,55.2994603919,-60.5583526346,0.754285655214,-0.281984129652
maternal_deaths,82,Iraq,Iraq,Eastern Mediterranean,2020,712.4,786.766079212,639.445545006,983.17023866,ensemble_top4,0,0,72.9544549937,-74.3660792121,0.905478793282,-0.0992914218316
maternal_deaths,82,Iraq,Iraq,Eastern Mediterranean,2021,872.8,751.558210458,577.139903711,960.467170967,ensemble_top4,121.241789542,0,295.660096289,121.241789542,1.16132055755,0.149557769299
maternal_deaths,82,Iraq,Iraq,Eastern Mediterranean,2022,675.2,711.964077848,514.127186434,936.612260474,ensemble_top4,0,0,161.072813566,-36.7640778483,0.948362453961,-0.0530185143972
maternal_deaths,82,Iraq,Iraq,Eastern Mediterranean,2023,765.3,676.928815417,458.909939476,920.321156433,ensemble_top4,88.371184583,0,306.390060524,88.371184583,1.13054723417,0.122701793526
maternal_deaths,83,Ireland,Ireland,European Region,2020,3.16,2.34353689716,1.43813972094,3.28878931947,ensemble_top4,0.816463102837,0,1.72186027906,0.816463102837,1.34838926745,0.298910744873
maternal_deaths,83,Ireland,Ireland,European Region,2021,3.45,2.17361655211,1.24031876498,3.16546643968,ensemble_top4,1.27638344789,0.284533560321,2.20968123502,1.27638344789,1.58721647415,0.461981836876
maternal_deaths,83,Ireland,Ireland,European Region,2022,3.62,2.01317333063,1.09288778456,2.9833776565,ensemble_top4,1.60682666937,0.636622343504,2.52711221544,1.60682666937,1.79815614727,0.586761777256
maternal_deaths,83,Ireland,Ireland,European Region,2023,2.02,1.85834618942,0.975166413306,2.8535226038,ensemble_top4,0.161653810578,0,1.04483358669,0.161653810578,1.08698799583,0.0834105646844
maternal_deaths,84,Israel,Israel,European Region,2020,5.46,4.68815038545,3.94926668685,5.55996684031,ensemble_top4,0.77184961455,0,1.51073331315,0.77184961455,1.16463840771,0.152410659189
maternal_deaths,84,Israel,Israel,European Region,2021,5.9,4.48884673978,3.65290414385,5.57846596432,ensemble_top4,1.41115326022,0.321534035684,2.24709585615,1.41115326022,1.31436877711,0.273356532978
maternal_deaths,84,Israel,Israel,European Region,2022,5.52,4.27427766934,3.39173624231,5.5760453817,ensemble_top4,1.24572233066,0,2.12826375769,1.24572233066,1.29144628099,0.255762738413
maternal_deaths,84,Israel,Israel,European Region,2023,4.29,4.0584004451,3.10890773103,5.57663994821,ensemble_top4,0.231599554901,0,1.18109226897,0.231599554901,1.05706670843,0.0554978159962
maternal_deaths,85,Italy,Italy,European Region,2020,31.17,31.0027051696,23.9988679377,37.3134427118,ensemble_top4,0.16729483045,0,7.17113206234,0.16729483045,1.00539613655,0.00538162956746
maternal_deaths,85,Italy,Italy,European Region,2021,29.96,30.0111576989,21.4824964005,36.5206666305,ensemble_top4,0,0,8.47750359951,-0.0511576989371,0.998295377358,-0.00170607716471
maternal_deaths,85,Italy,Italy,European Region,2022,39.13,28.9901649353,19.0598597444,35.7091816879,ensemble_top4,10.1398350647,3.42081831206,20.0701402556,10.1398350647,1.3497681054,0.299932803918
maternal_deaths,85,Italy,Italy,European Region,2023,24.91,28.1128774739,16.803160652,34.8806036192,ensemble_top4,0,0,8.10683934795,-3.20287747392,0.886070805918,-0.120958415184
maternal_deaths,86,Jamaica,Jamaica,Region of the Americas,2020,42.92,41.1577172677,34.8129891749,54.842851367,ensemble_top4,1.76228273228,0,8.10701082508,1.76228273228,1.04281779577,0.0419264683024
